fecha;vel_viento;presion_atmosferica;humedad_relativa;frentes_frios;radiacion_solar;luminosidad;contaminacion_atmosferica;cobertura_nubosa;temperatura
31/10/2019;33.0;978.0;49.0;0;568.0;20.0;252.0;62.0;11.0
01/11/2019;36.0;1056.0;99.0;0;950.0;65.0;27.0;45.0;26.0
02/11/2019;40.0;974.0;73.0;0;825.0;56.0;103.0;76.0;20.0
03/11/2019;26.0;1003.0;71.0;0;331.0;81.0;171.0;57.0;30.0
04/11/2019;33.0;1006.0;32.0;1;518.0;29.0;350.0;43.0;19.0
05/11/2019;33.0;950.0;91.0;1;814.0;5.0;4.0;51.0;14.0
06/11/2019;30.0;942.0;36.0;0;581.0;0.0;259.0;45.0;9.0
07/11/2019;30.0;1038.0;73.0;1;761.0;71.0;361.0;53.0;28.0
08/11/2019;31.0;1050.0;85.0;0;377.0;60.0;307.0;45.0;14.0
09/11/2019;33.0;966.0;81.0;0;758.0;53.0;468.0;50.0;24.0
10/11/2019;29.0;1028.0;71.0;0;524.0;41.0;341.0;62.0;19.0
11/11/2019;30.0;1040.0;74.0;0;617.0;90.0;494.0;33.0;27.0
12/11/2019;34.0;1023.0;78.0;0;781.0;29.0;241.0;30.0;18.0
13/11/2019;29.0;1001.0;99.0;0;399.0;12.0;312.0;55.0;16.0
14/11/2019;40.0;894.0;77.0;1;253.0;12.0;288.0;62.0;12.0
15/11/2019;29.0;1100.0;67.0;0;140.0;28.0;456.0;58.0;23.0
16/11/2019;28.0;1025.0;70.0;1;302.0;76.0;34.0;55.0;16.0
17/11/2019;30.0;933.0;43.0;1;480.0;17.0;293.0;55.0;17.0
18/11/2019;41.0;977.0;93.0;1;363.0;73.0;101.0;53.0;15.0
19/11/2019;30.0;994.0;84.0;1;613.0;60.0;480.0;50.0;18.0
20/11/2019;26.0;987.0;95.0;1;471.0;62.0;212.0;52.0;13.0
21/11/2019;30.0;920.0;60.0;1;732.0;12.0;174.0;54.0;17.0
22/11/2019;33.0;1001.0;28.0;0;834.0;95.0;10.0;48.0;22.0
23/11/2019;33.0;1026.0;30.0;0;275.0;37.0;10.0;40.0;18.0
24/11/2019;39.0;1114.0;34.0;0;398.0;19.0;436.0;56.0;19.0
25/11/2019;28.0;948.0;96.0;0;765.0;50.0;386.0;43.0;19.0
26/11/2019;33.0;992.0;23.0;1;565.0;79.0;295.0;44.0;18.0
27/11/2019;40.0;1013.0;57.0;1;360.0;70.0;175.0;50.0;8.0
28/11/2019;32.0;1055.0;23.0;1;227.0;84.0;73.0;61.0;12.0
29/11/2019;23.0;1023.0;83.0;0;637.0;80.0;355.0;40.0;28.0
30/11/2019;20.0;957.0;20.0;1;140.0;14.0;346.0;41.0;18.0
01/12/2019;25.0;1065.0;48.0;1;344.0;90.0;165.0;44.0;19.0
02/12/2019;28.0;964.0;99.0;1;615.0;32.0;75.0;42.0;13.0
03/12/2019;38.0;997.0;60.0;0;353.0;47.0;281.0;45.0;17.0
04/12/2019;40.0;976.0;78.0;0;423.0;63.0;52.0;28.0;17.0
05/12/2019;28.0;1022.0;40.0;0;515.0;9.0;313.0;39.0;14.0
06/12/2019;19.0;969.0;84.0;1;293.0;52.0;435.0;57.0;10.0
07/12/2019;26.0;1026.0;68.0;1;347.0;2.0;165.0;58.0;15.0
08/12/2019;32.0;959.0;27.0;0;692.0;73.0;16.0;41.0;18.0
09/12/2019;31.0;929.0;63.0;0;147.0;54.0;498.0;47.0;20.0
10/12/2019;38.0;944.0;84.0;0;307.0;74.0;319.0;45.0;20.0
11/12/2019;30.0;1021.0;73.0;1;529.0;26.0;33.0;71.0;11.0
12/12/2019;32.0;965.0;81.0;1;903.0;84.0;261.0;67.0;12.0
13/12/2019;27.0;932.0;21.0;0;645.0;53.0;96.0;47.0;21.0
14/12/2019;42.0;1057.0;67.0;0;160.0;72.0;214.0;64.0;25.0
15/12/2019;35.0;971.0;75.0;1;431.0;19.0;18.0;51.0;22.0
16/12/2019;31.0;924.0;53.0;0;621.0;60.0;206.0;50.0;14.0
17/12/2019;32.0;933.0;23.0;1;400.0;39.0;376.0;53.0;13.0
18/12/2019;31.0;1054.0;69.0;0;265.0;10.0;240.0;64.0;14.0
19/12/2019;39.0;978.0;47.0;0;478.0;20.0;51.0;57.0;21.0
20/12/2019;36.0;1015.0;40.0;1;569.0;20.0;16.0;43.0;10.0
21/12/2019;34.0;1066.0;82.0;1;457.0;28.0;21.0;41.0;6.0
22/12/2019;33.0;1010.0;95.0;1;138.0;26.0;33.0;56.0;20.0
23/12/2019;22.0;1041.0;65.0;1;521.0;72.0;398.0;58.0;15.0
24/12/2019;32.0;1005.0;97.0;1;938.0;80.0;416.0;68.0;24.0
25/12/2019;34.0;1028.0;74.0;1;854.0;37.0;53.0;39.0;26.0
26/12/2019;30.0;1077.0;91.0;1;525.0;36.0;485.0;50.0;24.0
27/12/2019;34.0;923.0;98.0;1;627.0;5.0;329.0;58.0;10.0
28/12/2019;35.0;1015.0;60.0;0;257.0;2.0;85.0;57.0;14.0
29/12/2019;32.0;997.0;73.0;0;598.0;32.0;185.0;42.0;14.0
30/12/2019;33.0;1011.0;85.0;0;345.0;34.0;389.0;70.0;18.0
31/12/2019;39.0;946.0;31.0;0;522.0;86.0;21.0;39.0;17.0
01/01/2020;34.0;967.0;71.0;1;518.0;16.0;376.0;26.0;17.0
02/01/2020;28.0;955.0;35.0;1;779.0;36.0;154.0;41.0;7.0
03/01/2020;26.0;907.0;23.0;0;220.0;91.0;230.0;46.0;16.0
04/01/2020;11.0;980.0;100.0;0;306.0;90.0;487.0;58.0;25.0
05/01/2020;39.0;1113.0;51.0;1;799.0;38.0;63.0;52.0;19.0
06/01/2020;37.0;973.0;49.0;1;513.0;47.0;309.0;42.0;9.0
07/01/2020;31.0;1097.0;57.0;1;589.0;16.0;408.0;62.0;17.0
08/01/2020;36.0;944.0;68.0;0;360.0;41.0;482.0;41.0;17.0
09/01/2020;29.0;917.0;61.0;1;886.0;74.0;456.0;25.0;14.0
10/01/2020;36.0;1007.0;34.0;0;381.0;85.0;272.0;40.0;19.0
11/01/2020;39.0;935.0;84.0;0;193.0;89.0;248.0;56.0;17.0
12/01/2020;35.0;1046.0;96.0;0;886.0;96.0;177.0;40.0;31.0
13/01/2020;36.0;1010.0;75.0;1;503.0;68.0;477.0;43.0;15.0
14/01/2020;33.0;931.0;57.0;0;337.0;67.0;275.0;52.0;20.0
15/01/2020;30.0;995.0;93.0;0;327.0;89.0;414.0;44.0;20.0
16/01/2020;31.0;942.0;86.0;1;888.0;88.0;373.0;33.0;23.0
17/01/2020;31.0;1031.0;28.0;1;141.0;35.0;73.0;44.0;12.0
18/01/2020;35.0;951.0;58.0;1;709.0;8.0;377.0;53.0;15.0
19/01/2020;37.0;977.0;54.0;1;187.0;93.0;459.0;60.0;15.0
20/01/2020;36.0;1082.0;63.0;0;694.0;17.0;298.0;42.0;16.0
21/01/2020;29.0;1030.0;75.0;1;620.0;83.0;238.0;71.0;17.0
22/01/2020;33.0;979.0;32.0;0;521.0;49.0;22.0;47.0;14.0
23/01/2020;34.0;938.0;47.0;1;507.0;75.0;173.0;52.0;16.0
24/01/2020;32.0;964.0;37.0;0;604.0;44.0;245.0;43.0;10.0
25/01/2020;37.0;964.0;30.0;1;274.0;99.0;277.0;70.0;15.0
26/01/2020;45.0;1015.0;97.0;0;267.0;49.0;231.0;44.0;17.0
27/01/2020;44.0;1023.0;83.0;0;672.0;97.0;418.0;50.0;31.0
28/01/2020;34.0;1045.0;80.0;0;409.0;16.0;110.0;72.0;16.0
29/01/2020;31.0;1010.0;80.0;1;879.0;92.0;350.0;49.0;23.0
30/01/2020;36.0;992.0;75.0;0;320.0;35.0;333.0;51.0;17.0
31/01/2020;32.0;980.0;43.0;0;310.0;83.0;223.0;64.0;14.0
01/02/2020;33.0;1087.0;72.0;0;180.0;87.0;145.0;46.0;24.0
02/02/2020;41.0;938.0;63.0;0;961.0;30.0;186.0;42.0;19.0
03/02/2020;42.0;961.0;36.0;1;480.0;93.0;498.0;44.0;20.0
04/02/2020;30.0;993.0;50.0;0;197.0;99.0;35.0;49.0;17.0
05/02/2020;41.0;1076.0;52.0;0;171.0;83.0;211.0;54.0;18.0
06/02/2020;32.0;1096.0;83.0;1;197.0;39.0;317.0;49.0;12.0
07/02/2020;29.0;1064.0;84.0;1;132.0;92.0;465.0;57.0;29.0
08/02/2020;19.0;1027.0;53.0;0;648.0;3.0;143.0;64.0;18.0
09/02/2020;35.0;992.0;39.0;0;750.0;79.0;214.0;45.0;31.0
10/02/2020;34.0;1007.0;30.0;1;976.0;26.0;335.0;41.0;11.0
11/02/2020;34.0;967.0;67.0;0;476.0;59.0;413.0;44.0;14.0
12/02/2020;35.0;954.0;59.0;1;688.0;86.0;68.0;60.0;8.0
13/02/2020;43.0;968.0;78.0;0;539.0;85.0;281.0;44.0;19.0
14/02/2020;42.0;959.0;40.0;0;685.0;74.0;85.0;65.0;17.0
15/02/2020;28.0;1005.0;26.0;0;600.0;37.0;7.0;57.0;20.0
16/02/2020;25.0;1052.0;91.0;0;660.0;34.0;4.0;48.0;12.0
17/02/2020;28.0;1004.0;91.0;0;670.0;95.0;183.0;42.0;30.0
18/02/2020;29.0;934.0;50.0;0;762.0;67.0;466.0;53.0;24.0
19/02/2020;31.0;1030.0;70.0;1;525.0;32.0;492.0;48.0;12.0
20/02/2020;22.0;1088.0;91.0;0;364.0;77.0;427.0;47.0;25.0
21/02/2020;19.0;1035.0;46.0;0;733.0;87.0;41.0;51.0;10.0
22/02/2020;28.0;1044.0;27.0;1;495.0;54.0;217.0;44.0;17.0
23/02/2020;36.0;1026.0;99.0;1;169.0;41.0;406.0;70.0;21.0
24/02/2020;35.0;981.0;69.0;1;123.0;3.0;422.0;50.0;17.0
25/02/2020;44.0;986.0;71.0;0;856.0;76.0;95.0;56.0;20.0
26/02/2020;32.0;943.0;49.0;1;779.0;22.0;233.0;38.0;23.0
27/02/2020;31.0;1062.0;48.0;0;501.0;1.0;262.0;38.0;22.0
28/02/2020;31.0;920.0;37.0;0;325.0;33.0;193.0;60.0;19.0
29/02/2020;28.0;1050.0;83.0;0;685.0;4.0;201.0;42.0;20.0
01/03/2020;38.0;984.0;20.0;0;990.0;94.0;293.0;50.0;12.0
02/03/2020;39.0;998.0;88.0;0;918.0;24.0;105.0;44.0;20.0
03/03/2020;35.0;979.0;99.0;0;786.0;80.0;379.0;25.0;31.0
04/03/2020;32.0;993.0;38.0;0;926.0;23.0;181.0;60.0;22.0
05/03/2020;35.0;968.0;61.0;0;590.0;60.0;271.0;50.0;20.0
06/03/2020;30.0;1059.0;59.0;0;420.0;30.0;326.0;40.0;14.0
07/03/2020;34.0;1037.0;23.0;1;655.0;48.0;33.0;53.0;9.0
08/03/2020;38.0;1102.0;100.0;1;499.0;4.0;468.0;61.0;14.0
09/03/2020;35.0;986.0;36.0;1;283.0;28.0;194.0;58.0;9.0
10/03/2020;32.0;955.0;47.0;1;165.0;72.0;315.0;67.0;15.0
11/03/2020;28.0;957.0;44.0;1;107.0;91.0;345.0;64.0;14.0
12/03/2020;27.0;978.0;58.0;1;137.0;84.0;245.0;70.0;16.0
13/03/2020;27.0;1007.0;82.0;1;401.0;63.0;489.0;52.0;20.0
14/03/2020;33.0;984.0;62.0;1;354.0;43.0;56.0;29.0;9.0
15/03/2020;25.0;1037.0;31.0;0;500.0;21.0;323.0;74.0;26.0
16/03/2020;31.0;988.0;56.0;0;977.0;53.0;236.0;70.0;15.0
17/03/2020;30.0;961.0;47.0;0;788.0;55.0;352.0;36.0;17.0
18/03/2020;35.0;928.0;52.0;0;118.0;35.0;360.0;54.0;29.0
19/03/2020;42.0;1062.0;99.0;1;449.0;58.0;211.0;38.0;17.0
20/03/2020;32.0;1136.0;60.0;0;262.0;95.0;346.0;40.0;21.0
21/03/2020;36.0;959.0;72.0;1;403.0;83.0;44.0;37.0;12.0
22/03/2020;31.0;967.0;75.0;1;512.0;16.0;104.0;53.0;14.0
23/03/2020;26.0;1073.0;30.0;0;670.0;70.0;424.0;37.0;26.0
24/03/2020;34.0;1018.0;34.0;1;718.0;55.0;317.0;63.0;12.0
25/03/2020;23.0;974.0;29.0;1;218.0;79.0;44.0;55.0;15.0
26/03/2020;36.0;1133.0;48.0;1;121.0;89.0;361.0;54.0;15.0
27/03/2020;28.0;984.0;55.0;1;162.0;16.0;149.0;36.0;15.0
28/03/2020;24.0;950.0;79.0;0;317.0;19.0;81.0;50.0;18.0
29/03/2020;32.0;1011.0;59.0;1;884.0;29.0;332.0;42.0;20.0
30/03/2020;28.0;1077.0;70.0;1;655.0;20.0;213.0;57.0;18.0
31/03/2020;37.0;923.0;23.0;1;772.0;44.0;202.0;43.0;20.0
01/04/2020;28.0;1034.0;40.0;0;646.0;55.0;154.0;51.0;24.0
02/04/2020;31.0;1016.0;67.0;1;401.0;13.0;193.0;43.0;20.0
03/04/2020;23.0;1020.0;69.0;1;798.0;100.0;304.0;47.0;26.0
04/04/2020;22.0;998.0;47.0;0;614.0;16.0;39.0;48.0;24.0
05/04/2020;27.0;976.0;20.0;0;618.0;11.0;17.0;70.0;19.0
06/04/2020;21.0;1053.0;34.0;0;344.0;68.0;152.0;70.0;21.0
07/04/2020;26.0;1016.0;38.0;1;597.0;97.0;376.0;54.0;28.0
08/04/2020;24.0;1047.0;66.0;1;172.0;10.0;283.0;61.0;19.0
09/04/2020;28.0;1022.0;82.0;1;515.0;92.0;3.0;42.0;26.0
10/04/2020;30.0;947.0;43.0;1;889.0;28.0;142.0;51.0;23.0
11/04/2020;21.0;1107.0;71.0;0;914.0;97.0;470.0;54.0;37.0
12/04/2020;23.0;911.0;54.0;0;558.0;66.0;72.0;68.0;25.0
13/04/2020;24.0;1016.0;56.0;1;616.0;68.0;25.0;52.0;21.0
14/04/2020;35.0;982.0;100.0;0;890.0;42.0;386.0;42.0;35.0
15/04/2020;22.0;1012.0;66.0;1;818.0;22.0;106.0;52.0;24.0
16/04/2020;29.0;978.0;49.0;1;324.0;51.0;257.0;56.0;23.0
17/04/2020;28.0;1031.0;47.0;0;750.0;27.0;483.0;45.0;26.0
18/04/2020;32.0;1021.0;89.0;1;582.0;18.0;117.0;46.0;27.0
19/04/2020;33.0;1053.0;41.0;1;410.0;69.0;202.0;38.0;14.0
20/04/2020;26.0;975.0;76.0;0;451.0;54.0;7.0;33.0;24.0
21/04/2020;25.0;993.0;54.0;1;661.0;30.0;422.0;58.0;19.0
22/04/2020;34.0;972.0;79.0;0;881.0;10.0;476.0;33.0;25.0
23/04/2020;20.0;1013.0;85.0;0;951.0;15.0;325.0;39.0;31.0
24/04/2020;30.0;918.0;54.0;1;212.0;44.0;203.0;31.0;12.0
25/04/2020;24.0;997.0;68.0;0;145.0;43.0;416.0;62.0;24.0
26/04/2020;30.0;968.0;96.0;1;179.0;75.0;312.0;55.0;19.0
27/04/2020;24.0;956.0;94.0;1;903.0;90.0;63.0;38.0;30.0
28/04/2020;21.0;1036.0;63.0;0;731.0;43.0;4.0;27.0;32.0
29/04/2020;36.0;1116.0;66.0;1;451.0;25.0;348.0;40.0;21.0
30/04/2020;21.0;988.0;66.0;1;248.0;52.0;289.0;45.0;22.0
01/05/2020;34.0;1065.0;92.0;0;776.0;91.0;71.0;57.0;29.0
02/05/2020;24.0;1024.0;30.0;1;298.0;3.0;187.0;48.0;28.0
03/05/2020;29.0;965.0;76.0;0;526.0;81.0;466.0;48.0;29.0
04/05/2020;30.0;995.0;39.0;0;246.0;85.0;206.0;46.0;28.0
05/05/2020;24.0;1080.0;28.0;1;263.0;46.0;420.0;38.0;23.0
06/05/2020;27.0;949.0;64.0;1;929.0;99.0;23.0;35.0;25.0
07/05/2020;21.0;925.0;33.0;1;613.0;64.0;479.0;31.0;23.0
08/05/2020;30.0;1077.0;33.0;1;174.0;23.0;234.0;46.0;21.0
09/05/2020;26.0;986.0;33.0;1;752.0;79.0;459.0;44.0;36.0
10/05/2020;21.0;1087.0;49.0;1;859.0;84.0;294.0;56.0;28.0
11/05/2020;24.0;1051.0;30.0;0;236.0;15.0;228.0;59.0;20.0
12/05/2020;31.0;907.0;42.0;1;961.0;99.0;227.0;48.0;20.0
13/05/2020;13.0;954.0;85.0;1;197.0;33.0;26.0;45.0;24.0
14/05/2020;30.0;1046.0;100.0;1;619.0;21.0;315.0;44.0;19.0
15/05/2020;19.0;1004.0;95.0;1;767.0;83.0;102.0;50.0;33.0
16/05/2020;27.0;987.0;53.0;1;136.0;67.0;266.0;62.0;14.0
17/05/2020;23.0;945.0;37.0;0;987.0;22.0;482.0;49.0;26.0
18/05/2020;29.0;1103.0;24.0;0;148.0;68.0;300.0;51.0;23.0
19/05/2020;24.0;919.0;64.0;1;679.0;15.0;161.0;34.0;21.0
20/05/2020;27.0;953.0;34.0;1;111.0;99.0;64.0;59.0;18.0
21/05/2020;26.0;1032.0;28.0;0;420.0;26.0;144.0;47.0;19.0
22/05/2020;18.0;982.0;97.0;0;156.0;59.0;229.0;37.0;24.0
23/05/2020;22.0;940.0;69.0;1;266.0;12.0;275.0;55.0;20.0
24/05/2020;28.0;1060.0;37.0;1;830.0;62.0;459.0;49.0;27.0
25/05/2020;20.0;1055.0;97.0;0;764.0;76.0;486.0;41.0;36.0
26/05/2020;17.0;1046.0;48.0;0;432.0;88.0;230.0;39.0;30.0
27/05/2020;32.0;1086.0;23.0;1;500.0;93.0;199.0;45.0;25.0
28/05/2020;29.0;990.0;75.0;0;421.0;96.0;390.0;42.0;25.0
29/05/2020;26.0;1002.0;89.0;1;134.0;61.0;91.0;40.0;32.0
30/05/2020;30.0;969.0;34.0;0;965.0;27.0;202.0;42.0;26.0
31/05/2020;26.0;895.0;36.0;1;279.0;35.0;172.0;39.0;20.0
01/06/2020;22.0;1085.0;99.0;0;743.0;72.0;89.0;33.0;36.0
02/06/2020;19.0;994.0;36.0;1;272.0;83.0;368.0;44.0;18.0
03/06/2020;23.0;963.0;33.0;1;601.0;62.0;251.0;39.0;12.0
04/06/2020;23.0;1052.0;21.0;0;311.0;90.0;325.0;49.0;23.0
05/06/2020;23.0;988.0;30.0;1;771.0;76.0;392.0;56.0;26.0
06/06/2020;30.0;985.0;30.0;0;863.0;46.0;66.0;47.0;23.0
07/06/2020;26.0;991.0;26.0;0;516.0;17.0;378.0;51.0;18.0
08/06/2020;26.0;980.0;76.0;0;480.0;74.0;106.0;36.0;29.0
09/06/2020;27.0;923.0;29.0;1;720.0;22.0;247.0;48.0;18.0
10/06/2020;28.0;988.0;67.0;1;829.0;25.0;299.0;70.0;26.0
11/06/2020;29.0;977.0;37.0;1;599.0;98.0;174.0;54.0;17.0
12/06/2020;26.0;1127.0;86.0;0;714.0;46.0;50.0;71.0;25.0
13/06/2020;27.0;994.0;54.0;1;595.0;30.0;293.0;45.0;23.0
14/06/2020;31.0;946.0;31.0;1;765.0;69.0;198.0;44.0;26.0
15/06/2020;25.0;972.0;81.0;0;695.0;35.0;210.0;43.0;25.0
16/06/2020;28.0;1025.0;29.0;0;371.0;17.0;217.0;46.0;17.0
17/06/2020;22.0;1018.0;84.0;0;760.0;92.0;434.0;60.0;37.0
18/06/2020;31.0;926.0;24.0;1;601.0;9.0;421.0;48.0;14.0
19/06/2020;22.0;1099.0;90.0;0;724.0;66.0;188.0;39.0;31.0
20/06/2020;34.0;1117.0;48.0;0;456.0;94.0;234.0;45.0;36.0
21/06/2020;22.0;1007.0;69.0;0;575.0;99.0;302.0;48.0;30.0
22/06/2020;20.0;1032.0;73.0;0;736.0;23.0;141.0;60.0;29.0
23/06/2020;32.0;950.0;26.0;0;456.0;44.0;167.0;46.0;20.0
24/06/2020;27.0;943.0;79.0;1;340.0;15.0;380.0;55.0;25.0
25/06/2020;31.0;960.0;40.0;0;375.0;71.0;203.0;33.0;26.0
26/06/2020;26.0;959.0;21.0;0;693.0;99.0;490.0;39.0;31.0
27/06/2020;18.0;980.0;85.0;0;510.0;75.0;310.0;41.0;35.0
28/06/2020;31.0;887.0;35.0;1;640.0;63.0;206.0;36.0;25.0
29/06/2020;32.0;954.0;39.0;1;548.0;46.0;343.0;54.0;18.0
30/06/2020;28.0;1028.0;92.0;0;732.0;17.0;274.0;47.0;36.0
01/07/2020;27.0;1032.0;25.0;0;403.0;48.0;383.0;70.0;28.0
02/07/2020;21.0;927.0;20.0;1;468.0;23.0;487.0;59.0;16.0
03/07/2020;20.0;1052.0;24.0;0;640.0;7.0;466.0;67.0;33.0
04/07/2020;21.0;946.0;89.0;0;818.0;47.0;417.0;50.0;32.0
05/07/2020;19.0;1048.0;75.0;1;824.0;86.0;455.0;61.0;22.0
06/07/2020;29.0;951.0;99.0;1;871.0;51.0;168.0;50.0;17.0
07/07/2020;26.0;1002.0;87.0;0;907.0;73.0;475.0;55.0;35.0
08/07/2020;28.0;965.0;55.0;0;859.0;22.0;169.0;60.0;26.0
09/07/2020;23.0;1021.0;58.0;0;517.0;45.0;387.0;41.0;30.0
10/07/2020;25.0;999.0;32.0;0;961.0;80.0;369.0;55.0;29.0
11/07/2020;22.0;1028.0;70.0;1;382.0;50.0;404.0;51.0;19.0
12/07/2020;34.0;992.0;50.0;1;792.0;66.0;183.0;65.0;22.0
13/07/2020;24.0;1000.0;56.0;1;804.0;1.0;280.0;39.0;14.0
14/07/2020;21.0;951.0;97.0;0;807.0;70.0;244.0;47.0;19.0
15/07/2020;30.0;1001.0;54.0;1;629.0;29.0;89.0;68.0;16.0
16/07/2020;23.0;1012.0;23.0;0;839.0;44.0;402.0;66.0;26.0
17/07/2020;20.0;972.0;58.0;1;912.0;34.0;275.0;51.0;18.0
18/07/2020;29.0;958.0;40.0;0;606.0;49.0;234.0;51.0;22.0
19/07/2020;21.0;969.0;71.0;1;445.0;96.0;419.0;61.0;23.0
20/07/2020;28.0;1049.0;61.0;0;629.0;43.0;104.0;59.0;25.0
21/07/2020;27.0;907.0;34.0;0;610.0;68.0;227.0;43.0;20.0
22/07/2020;27.0;1088.0;39.0;1;978.0;91.0;429.0;55.0;33.0
23/07/2020;34.0;1015.0;27.0;1;789.0;65.0;195.0;67.0;21.0
24/07/2020;27.0;993.0;79.0;0;263.0;50.0;183.0;42.0;27.0
25/07/2020;30.0;1031.0;67.0;1;846.0;14.0;427.0;68.0;17.0
26/07/2020;25.0;975.0;80.0;1;582.0;94.0;326.0;56.0;20.0
27/07/2020;31.0;1005.0;38.0;0;275.0;36.0;413.0;42.0;32.0
28/07/2020;26.0;951.0;86.0;0;141.0;74.0;232.0;40.0;24.0
29/07/2020;20.0;1123.0;99.0;0;458.0;52.0;405.0;35.0;32.0
30/07/2020;17.0;997.0;79.0;0;993.0;11.0;457.0;64.0;26.0
31/07/2020;25.0;973.0;93.0;0;929.0;63.0;388.0;36.0;29.0
01/08/2020;25.0;999.0;34.0;0;445.0;90.0;294.0;78.0;12.0
02/08/2020;32.0;926.0;69.0;1;418.0;1.0;127.0;50.0;19.0
03/08/2020;23.0;1017.0;20.0;1;500.0;36.0;206.0;51.0;28.0
04/08/2020;26.0;1005.0;34.0;0;122.0;18.0;366.0;50.0;33.0
05/08/2020;22.0;1017.0;75.0;1;836.0;53.0;155.0;56.0;25.0
06/08/2020;36.0;1037.0;46.0;1;728.0;47.0;233.0;39.0;25.0
07/08/2020;23.0;1016.0;69.0;0;122.0;18.0;32.0;62.0;26.0
08/08/2020;24.0;1011.0;81.0;1;462.0;54.0;41.0;55.0;17.0
09/08/2020;19.0;968.0;98.0;0;181.0;26.0;303.0;47.0;20.0
10/08/2020;32.0;984.0;55.0;1;368.0;20.0;232.0;44.0;18.0
11/08/2020;19.0;988.0;80.0;0;887.0;47.0;43.0;50.0;25.0
12/08/2020;25.0;1002.0;48.0;0;438.0;23.0;365.0;61.0;30.0
13/08/2020;26.0;1054.0;80.0;0;752.0;25.0;97.0;46.0;28.0
14/08/2020;24.0;988.0;64.0;0;202.0;76.0;146.0;61.0;17.0
15/08/2020;25.0;1045.0;32.0;1;725.0;76.0;356.0;46.0;28.0
16/08/2020;30.0;869.0;86.0;1;931.0;30.0;320.0;30.0;24.0
17/08/2020;32.0;935.0;60.0;0;281.0;54.0;76.0;45.0;28.0
18/08/2020;30.0;1013.0;91.0;1;399.0;27.0;210.0;53.0;25.0
19/08/2020;29.0;963.0;28.0;0;146.0;33.0;190.0;59.0;25.0
20/08/2020;32.0;1065.0;75.0;1;705.0;14.0;429.0;35.0;31.0
21/08/2020;25.0;1004.0;89.0;0;490.0;93.0;19.0;47.0;31.0
22/08/2020;23.0;1026.0;54.0;1;790.0;56.0;104.0;51.0;18.0
23/08/2020;31.0;913.0;28.0;1;154.0;44.0;199.0;47.0;16.0
24/08/2020;19.0;1028.0;33.0;0;560.0;66.0;205.0;45.0;22.0
25/08/2020;17.0;1024.0;49.0;0;157.0;16.0;363.0;37.0;25.0
26/08/2020;28.0;924.0;30.0;0;634.0;51.0;391.0;62.0;23.0
27/08/2020;34.0;1003.0;84.0;0;436.0;19.0;117.0;45.0;23.0
28/08/2020;22.0;992.0;60.0;0;653.0;51.0;384.0;59.0;30.0
29/08/2020;25.0;962.0;45.0;1;273.0;2.0;490.0;40.0;21.0
30/08/2020;19.0;1053.0;77.0;0;186.0;17.0;293.0;37.0;30.0
31/08/2020;25.0;915.0;41.0;1;371.0;93.0;165.0;41.0;14.0
01/09/2020;21.0;1014.0;84.0;1;606.0;91.0;93.0;61.0;20.0
02/09/2020;29.0;972.0;79.0;0;753.0;0.0;309.0;63.0;23.0
03/09/2020;23.0;1013.0;46.0;0;412.0;65.0;144.0;55.0;22.0
04/09/2020;22.0;1054.0;65.0;0;531.0;64.0;309.0;48.0;21.0
05/09/2020;35.0;1054.0;96.0;0;385.0;27.0;91.0;55.0;20.0
06/09/2020;22.0;995.0;64.0;1;629.0;25.0;159.0;38.0;20.0
07/09/2020;20.0;959.0;45.0;0;130.0;59.0;139.0;34.0;21.0
08/09/2020;24.0;1026.0;52.0;0;973.0;55.0;199.0;53.0;23.0
09/09/2020;29.0;974.0;88.0;0;456.0;86.0;424.0;68.0;31.0
10/09/2020;36.0;1016.0;47.0;1;856.0;8.0;283.0;50.0;28.0
11/09/2020;27.0;1066.0;35.0;1;887.0;80.0;386.0;40.0;29.0
12/09/2020;19.0;1123.0;74.0;1;313.0;43.0;460.0;50.0;23.0
13/09/2020;23.0;972.0;94.0;1;276.0;67.0;170.0;38.0;16.0
14/09/2020;24.0;999.0;27.0;0;367.0;47.0;491.0;58.0;23.0
15/09/2020;34.0;936.0;39.0;1;918.0;71.0;437.0;68.0;27.0
16/09/2020;28.0;992.0;83.0;0;428.0;77.0;297.0;64.0;32.0
17/09/2020;27.0;994.0;99.0;0;237.0;83.0;111.0;57.0;27.0
18/09/2020;19.0;968.0;98.0;1;379.0;38.0;256.0;41.0;19.0
19/09/2020;32.0;973.0;42.0;0;372.0;33.0;424.0;55.0;25.0
20/09/2020;24.0;1037.0;95.0;0;143.0;4.0;489.0;38.0;27.0
21/09/2020;29.0;1072.0;90.0;0;370.0;6.0;104.0;50.0;24.0
22/09/2020;26.0;983.0;79.0;0;860.0;2.0;361.0;42.0;29.0
23/09/2020;21.0;932.0;43.0;1;935.0;39.0;291.0;46.0;13.0
24/09/2020;20.0;996.0;43.0;0;507.0;80.0;385.0;54.0;25.0
25/09/2020;25.0;1066.0;29.0;1;479.0;40.0;25.0;45.0;24.0
26/09/2020;28.0;1095.0;96.0;0;670.0;87.0;404.0;55.0;33.0
27/09/2020;32.0;1042.0;97.0;0;193.0;35.0;272.0;56.0;29.0
28/09/2020;26.0;941.0;43.0;1;844.0;74.0;333.0;37.0;14.0
29/09/2020;23.0;1051.0;55.0;1;181.0;56.0;66.0;62.0;24.0
